IQC-1008,L,1,100008,INGENIERIA DE COSTOS,ING. DE COSTOS
IQJ-1002,L,1,100008,'BALANCE DE MOMENTO, CALOR Y MASA','BAL. DE MOM., CAL. Y MASA'
IQF-1015,L,1,100008,PROCESOS DE SEPARACION I,PROC. DE SEPAR. I
IQF-1005,L,1,100008,FISICOQUIMICA II,FISICOQUIM. II
IQF-1016,L,1,100008,PROCESOS DE SEPARACION II,PROC. DE SEPAR. II
IQN-1010,L,1,100008,LABORATORIO INTEGRAL I,LAB. INT. I
IQF-1021,L,1,100008,REACTORES QUIMICOS,REACT. QUIM.
IQO-1025,L,1,100008,TALLER DE ADMINISTRACION GERENCIAL,TALL. DE ADMON. GER.
IQF-1017,L,1,100008,PROCESOS DE SEPARACION III,PROC. DE SEPAR. II
IQF-1024,L,1,100008,SINTESIS Y OPTIMIZACION DE PROCESOS,SINT. Y OPT. DE PROC.
IQF-1022,L,1,100008,SALUD Y SEGURIDAD EN EL TRABAJO,SALUD Y SEG. EN EL TRAB.
IQN-1011,L,1,100008,LABORATORIO INTEGRAL II,LAB. INT. II
IQN-1012,L,1,100008,LABORATORIO INTEGRAL III,LAB. INT. III
AEF-1039,L,1,100008,INSTRUMENTACION Y CONTROL,INST. Y CONTROL
IQM-1009,L,1,100008,INGENIERIA DE PROYECTOS,ING. DE PROY.
IQD-1023,L,1,100008,SIMULACION DE PROCESOS,SIMUL. DE PROC.
GED-2106,L,1,100008,PRACTICAS DE ADMINISTRACION DEL CAPITAL HUMANO,P.A.C.H.
DSD-2101,L,1,100004,PROGRAMACION NATIVA DE MOVILES,PROG. NAT. MOV.
DSD-2102,L,1,100004,PROGRAMACION WEB PARA MOVILES,PROG. WEB MOV.
DSD-2103,L,1,100004,MODELO COMPUTACIONAL DE PROCESOS DE NEGOCIOS,MOD. COMP. NEG.
DSD-2104,L,1,100004,INTELIGENCIA DE NEGOCIOS,INTEL. NEG.
DSD-2105,L,1,100004,ARQUITECTURA DE SOFTWARE,ARQ. SOFT.
